dataset,sandbox,sandbox_model,condition,effort,score_state,paraphrase,agent,seat_type,opp_seat_type,score,rounds,n_games,coop,score_per_round
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A13,LLM,AlwaysDefect,56,60,2,0.06666666666666667,0.9333333333333333
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A13,LLM,Grudger,45,39,2,0.05128205128205128,1.1538461538461537
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A13,LLM,LLM,395,277,11,0.148014440433213,1.4259927797833936
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A13,LLM,Pavlov,176,60,2,0.11666666666666667,2.933333333333333
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A13,LLM,Random,132,55,2,0.09090909090909091,2.4
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A13,LLM,TitForTat,170,71,4,0.6056338028169014,2.3943661971830985
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A14,LLM,AlwaysDefect,32,34,2,0.058823529411764705,0.9411764705882353
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A14,LLM,Grudger,46,36,2,0.027777777777777776,1.2777777777777777
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A14,LLM,LLM,251,187,11,0.18181818181818182,1.3422459893048129
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A14,LLM,Pavlov,74,24,2,0.125,3.0833333333333335
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A14,LLM,Random,49,24,2,0.20833333333333334,2.0416666666666665
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A14,LLM,TitForTat,202,82,4,0.6097560975609756,2.4634146341463414
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A15,TitForTat,AlwaysDefect,14,16,2,0.125,0.875
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A15,TitForTat,Grudger,180,60,2,1.0,3.0
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A15,TitForTat,LLM,516,262,12,0.46564885496183206,1.9694656488549618
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A15,TitForTat,Pavlov,81,27,2,1.0,3.0
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A15,TitForTat,Random,44,20,2,0.6,2.2
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A15,TitForTat,TitForTat,183,61,3,1.0,3.0
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A16,Random,AlwaysDefect,13,31,2,0.5806451612903226,0.41935483870967744
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A16,Random,Grudger,29,36,2,0.5,0.8055555555555556
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A16,Random,LLM,200,233,12,0.463519313304721,0.8583690987124464
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A16,Random,Pavlov,99,39,2,0.4358974358974359,2.5384615384615383
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A16,Random,Random,38,15,1,0.4,2.533333333333333
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A16,Random,TitForTat,180,74,4,0.5405405405405406,2.4324324324324325
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A17,TitForTat,AlwaysDefect,57,59,2,0.03389830508474576,0.9661016949152542
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A17,TitForTat,Grudger,180,60,2,1.0,3.0
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A17,TitForTat,LLM,471,252,12,0.4365079365079365,1.869047619047619
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A17,TitForTat,Pavlov,54,18,2,1.0,3.0
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A17,TitForTat,Random,134,60,2,0.5333333333333333,2.2333333333333334
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A17,TitForTat,TitForTat,183,61,3,1.0,3.0
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A18,AlwaysDefect,AlwaysDefect,30,30,1,0.0,1.0
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A18,AlwaysDefect,Grudger,43,35,2,0.0,1.2285714285714286
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A18,AlwaysDefect,LLM,372,288,12,0.0,1.2916666666666667
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A18,AlwaysDefect,Pavlov,180,60,2,0.0,3.0
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A18,AlwaysDefect,Random,143,47,2,0.0,3.0425531914893615
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A18,AlwaysDefect,TitForTat,82,66,4,0.0,1.2424242424242424
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A19,LLM,AlwaysDefect,43,49,2,0.12244897959183673,0.8775510204081632
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A19,LLM,Grudger,37,32,2,0.15625,1.15625
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A19,LLM,LLM,277,194,11,0.17010309278350516,1.4278350515463918
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A19,LLM,Pavlov,113,39,2,0.2564102564102564,2.8974358974358974
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A19,LLM,Random,115,44,2,0.11363636363636363,2.6136363636363638
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A19,LLM,TitForTat,91,44,4,0.29545454545454547,2.0681818181818183
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A20,Pavlov,AlwaysDefect,30,60,2,0.5,0.5
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A20,Pavlov,Grudger,45,15,2,1.0,3.0
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A20,Pavlov,LLM,263,188,12,0.6117021276595744,1.398936170212766
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A20,Pavlov,Pavlov,90,30,1,1.0,3.0
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A20,Pavlov,Random,48,25,2,0.56,1.92
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A20,Pavlov,TitForTat,132,44,4,1.0,3.0
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A21,LLM,AlwaysDefect,16,18,2,0.1111111111111111,0.8888888888888888
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A21,LLM,Grudger,57,46,2,0.2608695652173913,1.2391304347826086
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A21,LLM,LLM,233,152,10,0.21052631578947367,1.5328947368421053
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A21,LLM,Pavlov,62,20,2,0.05,3.1
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A21,LLM,Random,85,34,2,0.17647058823529413,2.5
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A21,LLM,TitForTat,153,58,4,0.7241379310344828,2.6379310344827585
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A22,Pavlov,AlwaysDefect,30,60,2,0.5,0.5
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A22,Pavlov,Grudger,123,41,2,1.0,3.0
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A22,Pavlov,LLM,354,246,12,0.5975609756097561,1.4390243902439024
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A22,Pavlov,Pavlov,90,30,1,1.0,3.0
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A22,Pavlov,Random,127,53,2,0.6415094339622641,2.3962264150943398
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A22,Pavlov,TitForTat,213,71,4,1.0,3.0
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A23,LLM,AlwaysDefect,23,26,2,0.11538461538461539,0.8846153846153846
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A23,LLM,Grudger,53,40,2,0.25,1.325
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A23,LLM,LLM,364,231,11,0.19047619047619047,1.5757575757575757
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A23,LLM,Pavlov,144,52,2,0.5384615384615384,2.769230769230769
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A23,LLM,Random,111,41,2,0.14634146341463414,2.707317073170732
prereg,B3-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p2,A23,LLM,TitForTat,252,112,4,0.5625,2.25
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A00,LLM,AlwaysDefect,36,42,2,0.14285714285714285,0.8571428571428571
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A00,LLM,Grudger,96,56,2,0.44642857142857145,1.7142857142857142
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A00,LLM,LLM,572,243,11,0.6049382716049383,2.353909465020576
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A00,LLM,Pavlov,89,29,2,0.4827586206896552,3.0689655172413794
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A00,LLM,Random,112,35,2,0.05714285714285714,3.2
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A00,LLM,TitForTat,178,106,4,0.2830188679245283,1.679245283018868
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A01,Grudger,AlwaysDefect,30,32,2,0.0625,0.9375
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A01,Grudger,Grudger,69,23,1,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A01,Grudger,LLM,480,208,12,0.4519230769230769,2.3076923076923075
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A01,Grudger,Pavlov,111,37,2,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A01,Grudger,Random,91,33,2,0.06060606060606061,2.757575757575758
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A01,Grudger,TitForTat,297,99,4,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A02,TitForTat,AlwaysDefect,40,42,2,0.047619047619047616,0.9523809523809523
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A02,TitForTat,Grudger,111,37,2,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A02,TitForTat,LLM,446,271,12,0.33948339483394835,1.6457564575645756
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A02,TitForTat,Pavlov,93,31,2,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A02,TitForTat,Random,72,33,2,0.5454545454545454,2.1818181818181817
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A02,TitForTat,TitForTat,270,90,3,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A03,LLM,AlwaysDefect,51,51,2,0.0,1.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A03,LLM,Grudger,32,15,2,0.5333333333333333,2.1333333333333333
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A03,LLM,LLM,361,200,11,0.425,1.805
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A03,LLM,Pavlov,48,16,2,0.125,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A03,LLM,Random,174,60,2,0.18333333333333332,2.9
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A03,LLM,TitForTat,154,101,4,0.16831683168316833,1.5247524752475248
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A04,LLM,AlwaysDefect,33,37,2,0.10810810810810811,0.8918918918918919
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A04,LLM,Grudger,60,39,2,0.4358974358974359,1.5384615384615385
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A04,LLM,LLM,395,173,11,0.6242774566473989,2.2832369942196533
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A04,LLM,Pavlov,179,60,2,0.5166666666666667,2.9833333333333334
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A04,LLM,Random,151,52,2,0.019230769230769232,2.9038461538461537
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A04,LLM,TitForTat,144,57,4,0.6842105263157895,2.526315789473684
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A05,AlwaysDefect,AlwaysDefect,30,30,1,0.0,1.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A05,AlwaysDefect,Grudger,19,11,2,0.0,1.7272727272727273
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A05,AlwaysDefect,LLM,438,286,12,0.0,1.5314685314685315
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A05,AlwaysDefect,Pavlov,48,16,2,0.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A05,AlwaysDefect,Random,180,60,2,0.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A05,AlwaysDefect,TitForTat,69,53,4,0.0,1.3018867924528301
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A06,Random,AlwaysDefect,27,60,2,0.55,0.45
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A06,Random,Grudger,12,8,2,0.5,1.5
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A06,Random,LLM,369,272,12,0.4485294117647059,1.3566176470588236
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A06,Random,Pavlov,136,55,2,0.45454545454545453,2.4727272727272727
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A06,Random,Random,60,29,1,0.4827586206896552,2.0689655172413794
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A06,Random,TitForTat,218,91,4,0.5494505494505495,2.3956043956043955
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A07,LLM,AlwaysDefect,16,27,2,0.4074074074074074,0.5925925925925926
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A07,LLM,Grudger,45,15,2,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A07,LLM,LLM,354,243,11,0.21810699588477367,1.4567901234567902
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A07,LLM,Pavlov,81,34,2,0.8235294117647058,2.3823529411764706
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A07,LLM,Random,152,55,2,0.05454545454545454,2.7636363636363637
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A07,LLM,TitForTat,160,66,4,0.6666666666666666,2.4242424242424243
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A08,LLM,AlwaysDefect,55,55,2,0.0,1.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A08,LLM,Grudger,29,24,2,0.125,1.2083333333333333
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A08,LLM,LLM,574,271,11,0.5350553505535055,2.1180811808118083
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A08,LLM,Pavlov,84,28,2,0.5714285714285714,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A08,LLM,Random,91,34,2,0.35294117647058826,2.676470588235294
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A08,LLM,TitForTat,246,98,4,0.7244897959183674,2.510204081632653
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A09,Grudger,AlwaysDefect,14,16,2,0.125,0.875
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A09,Grudger,Grudger,69,23,1,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A09,Grudger,LLM,510,248,12,0.4879032258064516,2.056451612903226
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A09,Grudger,Pavlov,159,53,2,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A09,Grudger,Random,18,8,2,0.25,2.25
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A09,Grudger,TitForTat,225,75,4,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A10,LLM,AlwaysDefect,22,28,2,0.21428571428571427,0.7857142857142857
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A10,LLM,Grudger,93,49,2,0.3673469387755102,1.8979591836734695
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A10,LLM,LLM,282,158,11,0.2848101265822785,1.7848101265822784
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A10,LLM,Pavlov,50,16,2,0.1875,3.125
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A10,LLM,Random,95,40,2,0.175,2.375
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A10,LLM,TitForTat,137,57,4,0.631578947368421,2.4035087719298245
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A11,LLM,AlwaysDefect,21,23,2,0.08695652173913043,0.9130434782608695
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A11,LLM,Grudger,77,60,2,0.2,1.2833333333333334
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A11,LLM,LLM,530,252,11,0.503968253968254,2.1031746031746033
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A11,LLM,Pavlov,116,40,2,0.075,2.9
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A11,LLM,Random,157,58,2,0.06896551724137931,2.706896551724138
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A11,LLM,TitForTat,273,107,4,0.7476635514018691,2.5514018691588785
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A12,Pavlov,AlwaysDefect,4,8,2,0.5,0.5
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A12,Pavlov,Grudger,180,60,2,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A12,Pavlov,LLM,282,237,12,0.5864978902953587,1.1898734177215189
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A12,Pavlov,Pavlov,36,12,1,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A12,Pavlov,Random,95,43,2,0.5116279069767442,2.2093023255813953
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A12,Pavlov,TitForTat,237,79,4,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A13,TitForTat,AlwaysDefect,32,34,2,0.058823529411764705,0.9411764705882353
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A13,TitForTat,Grudger,93,31,2,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A13,TitForTat,LLM,470,210,12,0.6476190476190476,2.238095238095238
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A13,TitForTat,Pavlov,180,60,2,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A13,TitForTat,Random,126,51,2,0.6274509803921569,2.4705882352941178
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A13,TitForTat,TitForTat,270,90,3,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A14,Pavlov,AlwaysDefect,20,40,2,0.5,0.5
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A14,Pavlov,Grudger,90,30,2,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A14,Pavlov,LLM,187,149,12,0.6711409395973155,1.25503355704698
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A14,Pavlov,Pavlov,36,12,1,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A14,Pavlov,Random,98,42,2,0.5476190476190477,2.3333333333333335
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A14,Pavlov,TitForTat,276,92,4,1.0,3.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A15,LLM,AlwaysDefect,60,60,2,0.0,1.0
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A15,LLM,Grudger,94,46,2,0.9347826086956522,2.0434782608695654
prereg,B3-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,A15,LLM,LLM,301,181,11,0.35911602209944754,1.6629834254143647
