dataset,sandbox,sandbox_model,condition,effort,score_state,paraphrase,seed,agent,seat_type,total_score,rounds,n_games,coop,score_per_round
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A03,AlwaysDefect,725,445,23,0.0,1.6292134831460674
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A04,LLM,1022,482,23,0.5020746887966805,2.120331950207469
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A05,Grudger,971,414,23,0.5555555555555556,2.345410628019324
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A06,LLM,973,502,23,0.40239043824701193,1.9382470119521913
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A07,LLM,788,449,23,0.26280623608017817,1.755011135857461
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A08,Random,971,571,23,0.5341506129597198,1.700525394045534
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A09,Grudger,1099,491,23,0.4684317718940937,2.2382892057026478
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A10,TitForTat,989,410,23,0.7097560975609756,2.4121951219512194
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A11,LLM,1094,585,23,0.305982905982906,1.87008547008547
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A12,TitForTat,1131,483,23,0.6687370600414079,2.341614906832298
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A13,LLM,1015,504,23,0.4226190476190476,2.013888888888889
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A14,LLM,841,412,23,0.42961165048543687,2.04126213592233
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A15,LLM,1040,480,23,0.5541666666666667,2.1666666666666665
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A16,LLM,859,425,23,0.3270588235294118,2.021176470588235
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A17,LLM,1039,502,23,0.4581673306772908,2.0697211155378485
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A18,Pavlov,978,503,23,0.6958250497017893,1.9443339960238568
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A19,LLM,820,409,23,0.3251833740831296,2.0048899755501224
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A20,Pavlov,890,444,23,0.7252252252252253,2.0045045045045047
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A21,Random,628,409,23,0.44987775061124696,1.5354523227383863
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A22,LLM,850,454,23,0.2687224669603524,1.8722466960352422
prereg,B2-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p1,210,A23,TitForTat,1040,481,23,0.5945945945945946,2.1621621621621623
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A00,TitForTat,967,386,23,0.7409326424870466,2.505181347150259
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A01,TitForTat,1397,527,23,0.8121442125237192,2.650853889943074
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A02,AlwaysDefect,670,430,23,0.0,1.558139534883721
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A03,LLM,961,443,23,0.49887133182844245,2.1693002257336342
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A04,Grudger,1068,450,23,0.5733333333333334,2.3733333333333335
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A05,LLM,639,300,23,0.5266666666666666,2.13
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A06,Grudger,1061,457,23,0.5251641137855579,2.3216630196936543
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A07,Pavlov,906,386,23,0.7849740932642487,2.3471502590673574
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A08,LLM,982,458,23,0.47161572052401746,2.1441048034934496
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A09,LLM,859,427,23,0.36533957845433257,2.011709601873536
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A10,LLM,1025,442,23,0.5226244343891403,2.319004524886878
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A11,LLM,822,442,23,0.27601809954751133,1.8597285067873304
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A12,LLM,1055,521,23,0.43186180422264875,2.0249520153550864
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A13,Random,888,575,23,0.48695652173913045,1.5443478260869565
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A14,LLM,738,383,23,0.3785900783289817,1.926892950391645
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A15,AlwaysDefect,692,488,23,0.0,1.4180327868852458
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A16,LLM,946,466,23,0.41416309012875535,2.0300429184549356
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A17,TitForTat,1188,454,23,0.7907488986784141,2.616740088105727
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A18,LLM,938,453,23,0.46799116997792495,2.0706401766004414
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A19,Pavlov,1130,474,23,0.7974683544303798,2.3839662447257384
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A20,TitForTat,1199,460,23,0.7913043478260869,2.606521739130435
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A21,LLM,1136,554,23,0.41155234657039713,2.050541516245487
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A22,Random,684,449,23,0.49888641425389757,1.5233853006681515
prereg,B2-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p1,216,A23,LLM,769,387,23,0.3281653746770026,1.9870801033591732
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A00,TitForTat,896,338,23,0.834319526627219,2.6508875739644973
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A01,Pavlov,982,468,23,0.7948717948717948,2.0982905982905984
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A02,AlwaysDefect,835,503,23,0.0,1.6600397614314115
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A03,TitForTat,992,414,23,0.7101449275362319,2.396135265700483
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A04,LLM,1277,501,23,0.720558882235529,2.5489021956087825
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A05,LLM,1217,492,23,0.6300813008130082,2.4735772357723578
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A06,LLM,1055,449,23,0.6503340757238307,2.3496659242761693
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A07,Random,656,443,23,0.5282167042889391,1.4808126410835214
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A08,Grudger,1058,429,23,0.6386946386946387,2.4662004662004664
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A09,TitForTat,1144,456,23,0.75,2.508771929824561
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A10,LLM,1121,506,23,0.5790513833992095,2.2154150197628457
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A11,LLM,1082,427,23,0.7377049180327869,2.5339578454332554
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A12,AlwaysDefect,898,558,23,0.0,1.6093189964157706
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A13,LLM,1055,445,23,0.6651685393258427,2.3707865168539324
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A14,LLM,1124,440,23,0.6954545454545454,2.5545454545454547
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A15,Random,775,470,23,0.48936170212765956,1.648936170212766
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A16,Grudger,1174,471,23,0.6284501061571125,2.492569002123142
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A17,Pavlov,1248,486,23,0.8539094650205762,2.567901234567901
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A18,LLM,968,394,23,0.5050761421319797,2.4568527918781724
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A19,LLM,1028,462,23,0.5497835497835498,2.225108225108225
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A20,LLM,1084,453,23,0.6269315673289183,2.3929359823399556
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A21,LLM,837,408,23,0.4730392156862745,2.051470588235294
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A22,TitForTat,887,374,23,0.6898395721925134,2.371657754010695
prereg,B2-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,213,A23,LLM,936,395,23,0.660759493670886,2.369620253164557
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A00,Random,601,427,23,0.5105386416861827,1.4074941451990632
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A01,LLM,1350,544,23,0.625,2.4816176470588234
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A02,Pavlov,1209,484,23,0.8760330578512396,2.4979338842975207
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A03,AlwaysDefect,749,457,23,0.0,1.6389496717724288
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A04,LLM,1015,469,23,0.5074626865671642,2.1641791044776117
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A05,LLM,1198,505,23,0.6237623762376238,2.372277227722772
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A06,LLM,1198,564,23,0.4379432624113475,2.124113475177305
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A07,LLM,867,387,23,0.4806201550387597,2.24031007751938
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A08,AlwaysDefect,627,339,23,0.0,1.8495575221238938
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A09,LLM,1016,493,23,0.41379310344827586,2.0608519269776875
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A10,TitForTat,1075,420,23,0.7857142857142857,2.5595238095238093
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A11,Pavlov,1000,408,23,0.8823529411764706,2.450980392156863
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A12,TitForTat,1352,532,23,0.7800751879699248,2.5413533834586466
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A13,LLM,778,397,23,0.4256926952141058,1.9596977329974812
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A14,LLM,886,377,23,0.6763925729442971,2.350132625994695
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A15,LLM,1243,510,23,0.6823529411764706,2.437254901960784
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A16,Random,597,421,23,0.5225653206650831,1.4180522565320666
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A17,LLM,1159,516,23,0.5658914728682171,2.246124031007752
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A18,TitForTat,1082,479,23,0.6409185803757829,2.258872651356994
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A19,Grudger,1196,522,23,0.5421455938697318,2.2911877394636013
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A20,LLM,1099,470,23,0.6234042553191489,2.3382978723404255
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A21,TitForTat,1239,491,23,0.7515274949083504,2.523421588594705
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A22,LLM,880,423,23,0.5177304964539007,2.0803782505910164
prereg,B2-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,214,A23,Grudger,1374,507,23,0.7731755424063116,2.710059171597633
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A00,LLM,1171,483,23,0.6749482401656315,2.4244306418219463
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A01,LLM,1258,541,23,0.609981515711645,2.325323475046211
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A02,LLM,1241,495,23,0.6303030303030303,2.507070707070707
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A03,LLM,1141,475,23,0.6442105263157895,2.4021052631578947
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A04,TitForTat,1271,456,23,0.875,2.787280701754386
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A05,TitForTat,1063,421,23,0.7624703087885986,2.5249406175771973
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A06,Random,816,469,23,0.5223880597014925,1.7398720682302773
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A07,LLM,984,427,23,0.6487119437939111,2.3044496487119437
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A08,Random,775,474,23,0.510548523206751,1.6350210970464134
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A09,LLM,1061,447,23,0.5995525727069351,2.373601789709172
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A10,LLM,1202,515,23,0.6174757281553398,2.333980582524272
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A11,Pavlov,1198,466,23,0.871244635193133,2.570815450643777
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A12,LLM,975,384,23,0.7265625,2.5390625
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A13,LLM,1061,442,23,0.6334841628959276,2.4004524886877827
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A14,TitForTat,1081,420,23,0.7738095238095238,2.573809523809524
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A15,Grudger,1316,512,23,0.60546875,2.5703125
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A16,TitForTat,992,389,23,0.7609254498714653,2.55012853470437
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A17,Pavlov,1294,518,23,0.7760617760617761,2.498069498069498
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A18,AlwaysDefect,786,482,23,0.0,1.6307053941908713
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A19,AlwaysDefect,658,406,23,0.0,1.6206896551724137
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A20,LLM,1003,427,23,0.6533957845433255,2.348946135831382
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A21,LLM,1135,438,23,0.7351598173515982,2.5913242009132422
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A22,Grudger,986,407,23,0.5896805896805897,2.4226044226044228
prereg,B2-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p1,208,A23,LLM,1075,416,23,0.7403846153846154,2.5841346153846154
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A00,LLM,1254,482,23,0.7136929460580913,2.6016597510373445
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A01,Random,750,437,23,0.43249427917620137,1.7162471395881007
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A02,AlwaysDefect,772,488,23,0.0,1.5819672131147542
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A03,LLM,840,392,23,0.4744897959183674,2.142857142857143
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A04,LLM,993,425,23,0.6588235294117647,2.336470588235294
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A05,LLM,987,401,23,0.6359102244389028,2.4613466334164587
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A06,LLM,896,403,23,0.5558312655086849,2.2233250620347396
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A07,LLM,1463,560,23,0.7732142857142857,2.6125
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A08,AlwaysDefect,595,403,23,0.0,1.4764267990074442
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A09,TitForTat,982,425,23,0.6611764705882353,2.3105882352941176
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A10,LLM,1164,465,23,0.6946236559139785,2.503225806451613
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A11,Pavlov,1102,447,23,0.8478747203579419,2.465324384787472
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A12,LLM,1094,468,23,0.5854700854700855,2.3376068376068377
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A13,Random,740,460,23,0.4934782608695652,1.608695652173913
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A14,LLM,1163,503,23,0.44930417495029823,2.3121272365805168
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A15,LLM,924,383,23,0.6866840731070496,2.412532637075718
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A16,Grudger,1009,432,23,0.5601851851851852,2.3356481481481484
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A17,LLM,1351,551,23,0.7096188747731398,2.4519056261343013
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A18,TitForTat,1174,445,23,0.8179775280898877,2.6382022471910114
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A19,Pavlov,1185,532,23,0.7988721804511278,2.2274436090225564
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A20,Grudger,1136,454,23,0.7290748898678414,2.502202643171806
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A21,LLM,846,412,23,0.49029126213592233,2.0533980582524274
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A22,TitForTat,1420,528,23,0.8333333333333334,2.6893939393939394
prereg,B2-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,205,A23,TitForTat,1000,446,23,0.625560538116592,2.242152466367713
prereg,B2-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,206,A00,Pavlov,1163,507,23,0.8264299802761341,2.293885601577909
prereg,B2-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,206,A01,TitForTat,1264,510,23,0.7372549019607844,2.4784313725490197
prereg,B2-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,206,A02,LLM,1076,467,23,0.576017130620985,2.30406852248394
prereg,B2-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,206,A03,LLM,1090,408,23,0.7598039215686274,2.6715686274509802
prereg,B2-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,206,A04,Grudger,1325,477,23,0.7651991614255765,2.7777777777777777
prereg,B2-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,206,A05,Grudger,1099,402,23,0.7313432835820896,2.7338308457711444
prereg,B2-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,206,A06,LLM,1009,433,23,0.6351039260969977,2.3302540415704387
prereg,B2-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,206,A07,Random,751,465,23,0.5268817204301075,1.6150537634408602
prereg,B2-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,206,A08,TitForTat,1142,423,23,0.8486997635933806,2.699763593380615
prereg,B2-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,206,A09,LLM,907,386,23,0.6632124352331606,2.349740932642487
prereg,B2-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,206,A10,TitForTat,1367,527,23,0.7969639468690702,2.5939278937381403
prereg,B2-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,206,A11,TitForTat,1177,474,23,0.7362869198312236,2.4831223628691985
prereg,B2-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,206,A12,Pavlov,1500,565,23,0.9168141592920354,2.6548672566371683
prereg,B2-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,206,A13,LLM,1173,476,23,0.6470588235294118,2.4642857142857144
prereg,B2-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,206,A14,AlwaysDefect,851,559,23,0.0,1.522361359570662
prereg,B2-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,206,A15,LLM,857,334,23,0.7784431137724551,2.565868263473054
prereg,B2-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,206,A16,LLM,1111,420,23,0.7976190476190477,2.645238095238095
prereg,B2-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,206,A17,AlwaysDefect,879,543,23,0.0,1.6187845303867403
