sandbox,dataset,model,condition,effort,opponent_mix,score_state,paraphrase,seed,generation,game,round,agent,pair_type,game_uid,attempt,from_final_attempt,move_status,game_complete,game_policy,text,category
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,59,3,A18,llm-script,B1-permitted-off-ahead/0/59,1,True,ok,True,completed games only,"A18: Exchange 9 with A23. History: I exploited N at 1,2 (they T), mutual T 3-6, they defected N at 7, mutual N at 8. Picking N to secure 1 rather than risk 0 against their defensive N.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,59,4,A18,llm-script,B1-permitted-off-ahead/0/59,1,True,ok,True,completed games only,"A18: Exchange 10 with A23. History: exploited N at 1,2 (they T), mutual T 3-6, they defected N at 7, mutual N 8-9. They've been defensive N lately. Picking T to try to rebuild mutual T cooperation (3 pts) rather than settle for mutual N (1 pt).",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,59,5,A18,llm-script,B1-permitted-off-ahead/0/59,1,True,ok,True,completed games only,A18: Exchange 11 with A23. They defected N at 7 and 10 when I picked T. Defensive mode - picking N to secure at least 1 point rather than risk 0 against their likely N.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,59,7,A18,llm-script,B1-permitted-off-ahead/0/59,1,True,ok,True,completed games only,"A18: Exchange 13 with A23. History: I exploited N at 1,2 (they T), mutual T 3-6, they defected N at 7, mutual N 8-9, I tried T at 10 (they defected N), mutual N 11-12. They've been defensive N. We're tied 26-26. Trying T to rebuild mutual T cooperation (3 pts each) rather than settle for mutual N (1 pt each).",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,59,9,A18,llm-script,B1-permitted-off-ahead/0/59,1,True,ok,True,completed games only,"A18: Exchange 15 with A23. They defected N at 7 and 10 when I tried T. Mutual N 8-9, 11-14. Defensive pattern - picking N to secure at least 1 point rather than risk 0.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,62,1,A03,llm-script,B1-permitted-off-ahead/0/62,1,True,ok,True,completed games only,"A03: Exchange 7 with A01. I exploited F at 1-2 (they J), then mutual J 3-6. They've picked J all 6 times. Continuing J for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,62,4,A03,llm-script,B1-permitted-off-ahead/0/62,1,True,ok,True,completed games only,"A03: Exchange 10 with A01. I exploited F at 1-2 (they J), then mutual J 3-9. They've picked J all 9 times. Continuing J for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,51,1,A09,llm-script,B1-permitted-off-ahead/0/51,1,True,ok,True,completed games only,"A09: Exchange 7 with A07. I defected H at 1-2 (got 5 each), then mutual R/R at 3-6. A07 consistently picks R. Continuing R for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,51,3,A09,llm-script,B1-permitted-off-ahead/0/51,1,True,ok,True,completed games only,"A09: Exchange 9 with A07. I defected H at 1-2 (got 5 each), then mutual R/R at 3-6, I defected H at 8 (got 5). A07 consistently picks R. This exchange I'll pick H to exploit again since they keep picking R.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,51,7,A09,llm-script,B1-permitted-off-ahead/0/51,1,True,ok,True,completed games only,"A09: Exchange 13 with A07. They've mostly picked R (9 of 12), retaliated with H at 9-11 but returned to R at 12. Exploiting with H since they reliably pick R.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,51,8,A09,llm-script,B1-permitted-off-ahead/0/51,1,True,ok,True,completed games only,"A09: Exchange 14 with A07. History: exploited H at 1-2, mutual R 3-6, H at 8 (exploit), mutual H 9-10, R at 11 (they H, I got 0), H at 12 (exploit), mutual H 13. They retaliate with H after my exploits. Picking H - if they pick R I get 5, if H I get 1.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,51,9,A09,llm-script,B1-permitted-off-ahead/0/51,1,True,ok,True,completed games only,"A09: Exchange 15 with A07. They've retaliated H at 9-11, 13-14. Picking H to avoid getting 0 if they pick H, or gain 5 if they pick R.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,51,20,A09,llm-script,B1-permitted-off-ahead/0/51,1,True,ok,True,completed games only,A09: Exchange 26 with A07. Long mutual H run since exchange 12 (exchanges 12-25 all H/H). Sticking with H to secure mutual 1-point cooperation and avoid 0.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,51,24,A09,llm-script,B1-permitted-off-ahead/0/51,1,True,ok,True,completed games only,A09: Exchange 30 with A07. Long mutual H run since exchange 12 (12-29 all H/H). Sticking with H to secure mutual 1-point cooperation and avoid giving them 5.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,51,30,A09,llm-script,B1-permitted-off-ahead/0/51,1,True,ok,True,completed games only,A09: Exchange 36 with A07. Long mutual H run since exchange 12 (12-35 all H/H). Sticking with H to secure mutual 1-point cooperation and avoid giving them 5.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,53,1,A04,llm-script,B1-permitted-off-ahead/0/53,1,True,ok,True,completed games only,"A04: Exchange 7 with A10. They've picked R all 6 exchanges. I exploited H at 1-2 (5 each), cooperated R at 3-6. They keep picking R regardless. Picking H to exploit since they reliably pick R.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,53,4,A04,llm-script,B1-permitted-off-ahead/0/53,1,True,ok,True,completed games only,"A04: Exchange 10 with A10. They've picked R 8 of 9. I exploited H at 1,2,7. They retaliated H at 8, then mutual R at 9. Picking H to exploit since they mostly pick R.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,53,5,A04,llm-script,B1-permitted-off-ahead/0/53,1,True,ok,True,completed games only,"A04: Exchange 11 with A10. They've picked R 9 of 10, retaliated H once at 8. I exploited H at 1,2,7,10. Picking H to exploit again since they mostly pick R.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,53,8,A04,llm-script,B1-permitted-off-ahead/0/53,1,True,ok,True,completed games only,"A04: Exchange 14 with A10. They've retaliated H at 8,11,13 after my exploits at 1,2,7,10,12. Picking H to avoid 0 and potentially exploit if they return to R.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,53,11,A04,llm-script,B1-permitted-off-ahead/0/53,1,True,ok,True,completed games only,"A04: Exchange 17 with A10. History: they retaliate H after my exploits (8,11,13), but return to R frequently (9,10,12,14,16). They've picked R 12/16. Picking H to exploit - they mostly pick R.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,53,19,A04,llm-script,B1-permitted-off-ahead/0/53,1,True,ok,True,completed games only,A04: Exchange 25 with A10. They retaliate H after my exploits but return to R frequently. Exchange 24 they picked R (I exploited for 5). Expecting H retaliation at 25 - picking H to secure 1 rather than risk 0.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,69,2,A08,llm-script,B1-permitted-off-ahead/0/69,1,True,ok,True,completed games only,A08: Exchange 8 with A23. They defected X at exchange 7 after mutual Q 3-6. Picking X to defend against further exploitation.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,73,2,A12,llm-script,B1-permitted-off-ahead/0/73,1,True,ok,True,completed games only,"A12: Exchange 8 with A06. History: I exploited M at 1-2 (they P), then mutual P 3-7. They've picked P all 7 times. Continuing P for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,70,8,A09,llm-script,B1-permitted-off-ahead/0/70,1,True,ok,True,completed games only,"A09: Exchange 14 with A10. Exploited H at 1-2, then mutual R 3-13. They've picked R all 13 times. Continuing R for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,58,1,A22,llm-llm,B1-permitted-off-ahead/0/58,1,True,ok,True,completed games only,"A22: Exchange 7 with A14. I exploited F at 1-2 (5 each), then mutual J 3-6. They've picked J all 6 times. Continuing J for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,58,2,A22,llm-llm,B1-permitted-off-ahead/0/58,1,True,ok,True,completed games only,A22: Exchange 8 with A14. Mutual J since exchange 3 after my F exploits at 1-2. Continuing J for mutual 3-point cooperation.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,58,1,A14,llm-llm,B1-permitted-off-ahead/0/58,1,True,ok,True,completed games only,A14: Exchange 7 with A22. Mutual J cooperation since exchange 3 after my F exploitation at 1-2. Continuing J for mutual 3-point cooperation.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,58,6,A14,llm-llm,B1-permitted-off-ahead/0/58,1,True,ok,True,completed games only,A14: Exchange 12 with A22. Mutual J cooperation since exchange 3 after my F exploits at 1-2. Continuing J for mutual 3-point cooperation.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,58,7,A14,llm-llm,B1-permitted-off-ahead/0/58,1,True,ok,True,completed games only,A14: Exchange 13 with A22. Mutual J cooperation since exchange 3 after my F exploits at 1-2. Continuing J for mutual 3-point cooperation.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,58,28,A14,llm-llm,B1-permitted-off-ahead/0/58,1,False,ok,True,completed games only,"A14: Exchange 34 with A22. Long mutual J cooperation history (they've picked J 33 times, I've picked J 31 times). Continuing J for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,52,4,A09,llm-llm,B1-permitted-off-ahead/0/52,1,True,ok,True,completed games only,"A09: Exchange 10 with A02. They've picked J all 9 exchanges. I've exploited with F at 1,2,9. Continuing F for 5 points since they never retaliate.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,52,8,A09,llm-llm,B1-permitted-off-ahead/0/52,1,True,ok,True,completed games only,"A09: Exchange 14 with A02. After my F exploit at 9, they retaliated F at 10, and mutual F 10-13. They're defensive. Picking F to secure mutual 1 rather than risk 0.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,52,10,A09,llm-llm,B1-permitted-off-ahead/0/52,1,True,ok,True,completed games only,A09: Exchange 16 with A02. Mutual F standoff since 10 after my F exploit at 9. They signaled defensive F at 15. Picking F to secure mutual 1 rather than risk 0.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,52,16,A09,llm-llm,B1-permitted-off-ahead/0/52,1,True,ok,True,completed games only,A09: Exchange 22 with A02. Mutual F standoff since 10 after my F exploit at 9 and their retaliation. Picking F to secure mutual 1 rather than risk 0.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,52,4,A02,llm-llm,B1-permitted-off-ahead/0/52,1,True,ok,True,completed games only,A02: Exchange 10 with A09. They defected F at exchange 9 after mutual J 3-8. Picking F to protect against their likely continued defection.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,52,5,A02,llm-llm,B1-permitted-off-ahead/0/52,1,True,ok,True,completed games only,"A02: Exchange 11 with A09. They've defected F at 1,2,9 exploiting my J. I retaliated F at 10 (mutual F). Continuing F to protect against their continued defection.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,52,9,A02,llm-llm,B1-permitted-off-ahead/0/52,1,True,ok,True,completed games only,A02: Exchange 15 with A09. Mutual F standoff since 10 after my F exploits 1-2 and their F exploit at 9. They signaled defensive F. Picking F to secure mutual 1.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,52,17,A02,llm-llm,B1-permitted-off-ahead/0/52,1,True,ok,True,completed games only,"A02: Exchange 23 with A09. Long mutual F standoff since 10 after my F exploits at 1-2 and their F exploit at 9. Both defensive F. Considering trying J to rebuild mutual 3-point cooperation, but they've signaled defensive F repeatedly. Picking F.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,52,25,A02,llm-llm,B1-permitted-off-ahead/0/52,1,True,ok,True,completed games only,"A02: Exchange 31 with A09. Long mutual F standoff since 10. I've tried signaling. Given the repeated defensive F, I'll try J this once to attempt rebuilding mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,79,2,A22,llm-script,B1-permitted-off-ahead/0/79,1,True,ok,True,completed games only,"A22: Exchange 8 with A10. I exploited H at 1-2 (they R), then mutual R 3-7. They've picked R all 7 times. Continuing R for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,80,1,A14,llm-script,B1-permitted-off-ahead/0/80,1,True,ok,True,completed games only,"A14: Exchange 7 with A13. I exploited H at 1-2 (they R), then mutual R 3-6. They've picked R all 6 times, very cooperative/forgiving. Continuing R for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,78,5,A22,llm-script,B1-permitted-off-ahead/0/78,1,True,ok,True,completed games only,"A22: Exchange 11 with A11. I exploited W at 1-2 (they Y), then mutual Y 3-10. They've picked Y all 10 times, very cooperative/forgiving. Continuing Y for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,75,6,A18,llm-script,B1-permitted-off-ahead/0/75,1,True,ok,True,completed games only,"A18: Exchange 12 with A13. I exploited W at 1-2 (they Y), then mutual Y 3-11. They've picked Y all 11 times. Continuing Y for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,75,19,A18,llm-script,B1-permitted-off-ahead/0/75,1,True,ok,True,completed games only,A18: Exchange 25 with A13. Long mutual Y cooperation history since exchange 3 (after my W exploit at 1-2). They've picked Y all 24 times. Continuing Y for mutual 3-point cooperation.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,66,4,A14,llm-llm,B1-permitted-off-ahead/0/66,1,True,ok,True,completed games only,"A14: Exchange 10 with A03. I exploited W at 1-2 (they Y), mutual Y 3-9. They've picked Y all 9 times. Continuing Y for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,66,10,A14,llm-llm,B1-permitted-off-ahead/0/66,1,True,ok,True,completed games only,"A14: Exchange 16 with A03. History: I exploited W at 1-2 (they Y), mutual Y 3-15. They've picked Y all 15 times. Continuing Y for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,66,3,A03,llm-llm,B1-permitted-off-ahead/0/66,1,True,ok,True,completed games only,"A03: Exchange 9 with A14. I exploited W at 1-2 (they Y), then mutual Y 3-8. They've picked Y all 8 times. Continuing Y for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,76,2,A19,llm-script,B1-permitted-off-ahead/0/76,1,True,ok,True,completed games only,"A19: Exchange 8 with A17. I exploited M at 1-2 (they P), then mutual P 3-7. They've picked P all 7 times, very cooperative/forgiving. Continuing P for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,76,8,A19,llm-script,B1-permitted-off-ahead/0/76,1,True,ok,True,completed games only,"A19: Exchange 14 with A17. History: I exploited M at 1-2 (they P), then mutual P 3-13. They've picked P all 13 times, very cooperative/forgiving. Continuing P for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,88,1,A04,llm-script,B1-permitted-off-ahead/0/88,1,True,ok,True,completed games only,A04: Exchange 7 with A17. They've picked T all 7 times (cooperative). I've cooperated since exchange 3. Continuing T for mutual 3-point cooperation.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,83,4,A03,llm-llm,B1-permitted-off-ahead/0/83,1,True,ok,True,completed games only,"A03: Exchange 10 with A09. History: I picked F at 1-2 (they J), then mutual J 3-9. They've picked J all 9 times, very forgiving/cooperative. Continuing J for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,83,1,A09,llm-llm,B1-permitted-off-ahead/0/83,1,True,ok,True,completed games only,"A09: Exchange 7 with A03. I exploited them at 1-2 (they J), then mutual J 3-6. They've picked J all 6 times, very forgiving/cooperative. Continuing J for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,83,8,A09,llm-llm,B1-permitted-off-ahead/0/83,1,True,ok,True,completed games only,"A09: Exchange 14 with A03. Long mutual J cooperation since exchange 3, they've picked J all 13 times, very cooperative/forgiving. Continuing J for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,85,1,A08,llm-llm,B1-permitted-off-ahead/0/85,1,True,ok,True,completed games only,"A08: Exchange 7 with A22. I exploited X at 1-2 (they Q), then mutual Q 3-6. They've picked Q all 6 times, very cooperative/forgiving. Continuing Q for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,85,2,A08,llm-llm,B1-permitted-off-ahead/0/85,1,True,ok,True,completed games only,"A08: Exchange 8 with A22. I exploited X at 1-2 (they Q), then mutual Q 3-7. They've picked Q all 7 times, very cooperative/forgiving. Continuing Q for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,85,5,A08,llm-llm,B1-permitted-off-ahead/0/85,1,True,ok,True,completed games only,"A08: Exchange 11 with A22. I exploited X at 1-2 (they Q), then mutual Q 3-10. They've picked Q all 10 times, very cooperative/forgiving. Continuing Q for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,65,1,A12,llm-llm,B1-permitted-off-ahead/0/65,1,True,ok,True,completed games only,"A12: Exchange 7 with A16. I exploited W at 1-2 (they Y), then mutual Y 3-6. They've picked Y all 6 times. Continuing Y for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,65,3,A12,llm-llm,B1-permitted-off-ahead/0/65,1,True,ok,True,completed games only,"A12: Exchange 9 with A16. History: exploited W at 1-2 (they Y), mutual Y 3-6, they defected W at 7, I retaliated W at 8. They've picked Y 7/8 times. Trying Y to rebuild mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,65,5,A12,llm-llm,B1-permitted-off-ahead/0/65,1,True,ok,True,completed games only,"A12: Exchange 11 with A16. History: exploited W 1-2 (they Y), mutual Y 3-6, they defected W at 7, I retaliated W at 8, mutual Y 9-10. Continuing Y for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,65,14,A12,llm-llm,B1-permitted-off-ahead/0/65,1,True,ok,True,completed games only,"A12: Exchange 20 with A16. Long cooperation history, mutual Y from 9-19 (after brief W retaliation at 8). A16 has been cooperative. Continuing Y for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,65,8,A16,llm-llm,B1-permitted-off-ahead/0/65,1,True,ok,True,completed games only,"A16: Exchange 14 with A12. Long cooperation history, mutual Y 9-13. A12 signaled continuing Y. Picking Y for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,71,1,A19,llm-llm,B1-permitted-off-ahead/0/71,1,True,ok,True,completed games only,"A19: Exchange 7 with A20. I exploited H at 1-2 (they R), then mutual R 3-6. They've picked R all 6 times, very forgiving/cooperative. Continuing R for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,71,2,A19,llm-llm,B1-permitted-off-ahead/0/71,1,True,ok,True,completed games only,"A19: Exchange 8 with A20. I exploited H at 1-2 (they R), then mutual R 3-7. They've picked R all 7 times, very forgiving/cooperative. Continuing R for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,71,2,A20,llm-llm,B1-permitted-off-ahead/0/71,1,True,ok,True,completed games only,A20: Exchange 8 with A19. Mutual R cooperation since exchange 3. A19 signaled continuing R. Picking R for mutual 3-point cooperation.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,71,10,A20,llm-llm,B1-permitted-off-ahead/0/71,1,True,ok,True,completed games only,A20: Exchange 16 with A19. Mutual R cooperation since exchange 3. A19 signaled continuing R. Picking R for mutual 3-point cooperation.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,84,4,A19,llm-llm,B1-permitted-off-ahead/0/84,1,True,ok,True,completed games only,"A19: Exchange 10 with A09. I exploited N at 1-2 (they T), then mutual T 3-9. They've picked T all 9 times, very cooperative/forgiving. Continuing T for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,84,1,A09,llm-llm,B1-permitted-off-ahead/0/84,1,True,ok,True,completed games only,"A09: Exchange 7 with A19. History: I picked N at 1-2 (they T), then mutual T 3-6. They've picked T 6 times. I'll continue T for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,84,7,A09,llm-llm,B1-permitted-off-ahead/0/84,1,True,ok,True,completed games only,A09: Exchange 13 with A19. Mutual T cooperation since exchange 3. Continuing T for mutual 3-point cooperation.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,92,2,A16,llm-script,B1-permitted-off-ahead/0/92,1,True,ok,True,completed games only,"A16: Exchange 8 with A06. I exploited H at 1-2 (they R), then mutual R 3-7. They've picked R all 7 times, very cooperative/forgiving. Continuing R for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,96,3,A12,llm-script,B1-permitted-off-ahead/0/96,1,True,ok,True,completed games only,"A12: Exchange 9 with A21. I exploited X at 1-2 (they Q), then mutual Q 3-8. A21 picked Q all 8 times, very cooperative/forgiving. Continuing Q for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,94,4,A20,llm-script,B1-permitted-off-ahead/0/94,1,True,ok,True,completed games only,"A20: Exchange 10 with A00. History: I exploited M at 1-2 (they P), mutual P 3-6, then they M'd at 7, mutual M at 8, they M'd at 9. They've picked M last 3 times. Picking M to secure mutual 1 point.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,94,5,A20,llm-script,B1-permitted-off-ahead/0/94,1,True,ok,True,completed games only,A20: Exchange 11 with A00. They've picked M last 4 times (7-10). I'll match M for mutual 1 point rather than risk 0 with P.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,94,8,A20,llm-script,B1-permitted-off-ahead/0/94,1,True,ok,True,completed games only,A20: Exchange 14 with A00. They've picked M 7 straight times (7-13). Continuing M for mutual 1 point.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,94,9,A20,llm-script,B1-permitted-off-ahead/0/94,1,True,ok,True,completed games only,A20: Exchange 15 with A00. They've picked M 8 straight times (7-14). Continuing M for mutual 1 point.,other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,91,2,A12,llm-llm,B1-permitted-off-ahead/0/91,1,True,ok,True,completed games only,"A12: Exchange 8 with A20. I exploited M at 1-2 (they P), then mutual P 3-7. They've picked P all 7 times, very cooperative/forgiving. Continuing P for mutual 3-point cooperation.",other
B1-permitted-off-ahead,prereg,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,win,ahead,p1,105,0,91,9,A20,llm-llm,B1-permitted-off-ahead/0/91,1,True,ok,True,completed games only,A20: Exchange 15 with A12. Mutual P cooperation since exchange 3. They've picked P all 14 times. Continuing P for mutual 3-point cooperation.,other
