state_id,state_index,sandbox,game,round,agent,deficit_arm,round_bin,post_stratum,pair_type,arm,replicate,sent_effort,binary_collapsed,seed,prompt_sha256,tools_sha256,hash_matches_log,board_entries_served,read_happened,action,parse_ok,fallback_flag,logged_action,board_calls,read_calls,post_calls,decoy_calls,tool_call_names,post_texts,reasoning_tokens,completion_tokens,prompt_tokens,finish_reason,latency_ms,iterations,forced_answer,estimated_cost,cost_source,error
B1-permitted-off-ahead:g26:r25:A16,14,B1-permitted-off-ahead,26,25,A16,ahead,late,irrelevant_post,llm-script,randomised,2,off,False,728155329,15b5c4fe8174af97b3b1be40b0433ba9cbd82cc7ce7e0bd8d381d892f71ce33b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,D,True,,D,1,1,0,0,notes_read,,0,287,3161,stop,4812,2,False,0.00018372,provider,
B1-permitted-off-behind:g225:r10:A11,15,B1-permitted-off-behind,225,10,A11,behind,early,directive_post,llm-script,real,1,off,False,1548858893,d717205be96c47395dfe0c407663296bd06fbd1d15bf2b7e358bfeda0067d0f1,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,148,3009,stop,4190,2,False,0.00018414,provider,
B1-permitted-off-behind:g225:r10:A11,15,B1-permitted-off-behind,225,10,A11,behind,early,directive_post,llm-script,real,2,off,False,1180645006,d717205be96c47395dfe0c407663296bd06fbd1d15bf2b7e358bfeda0067d0f1,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,0,notes_read,,0,201,2969,stop,4180,2,False,0.00017976,provider,
B1-permitted-off-behind:g225:r10:A11,15,B1-permitted-off-behind,225,10,A11,behind,early,directive_post,llm-script,randomised,1,off,False,1548858893,d717205be96c47395dfe0c407663296bd06fbd1d15bf2b7e358bfeda0067d0f1,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,164,2888,stop,3021,2,False,0.00016824,provider,
B1-permitted-off-behind:g225:r10:A11,15,B1-permitted-off-behind,225,10,A11,behind,early,directive_post,llm-script,randomised,2,off,False,1180645006,d717205be96c47395dfe0c407663296bd06fbd1d15bf2b7e358bfeda0067d0f1,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,0,notes_read,,0,77,2848,stop,1753,2,False,0.00015018,provider,
B2-permitted-off-behind:g165:r1:A06,16,B2-permitted-off-behind,165,1,A06,behind,early,directive_post,llm-llm,real,1,off,False,1547463431,78844d500a3c5dc443184540aec89d5a9877b1ff1bce518ef42c9323a8fd80c8,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,123,2884,stop,2035,2,False,0.00017214,provider,
B2-permitted-off-behind:g165:r1:A06,16,B2-permitted-off-behind,165,1,A06,behind,early,directive_post,llm-llm,real,2,off,False,1253572630,78844d500a3c5dc443184540aec89d5a9877b1ff1bce518ef42c9323a8fd80c8,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,138,2884,stop,1937,2,False,9.42e-05,provider,
B2-permitted-off-behind:g165:r1:A06,16,B2-permitted-off-behind,165,1,A06,behind,early,directive_post,llm-llm,randomised,1,off,False,1547463431,78844d500a3c5dc443184540aec89d5a9877b1ff1bce518ef42c9323a8fd80c8,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,0,notes_read,,0,159,2842,stop,3464,2,False,0.00015306,provider,
B2-permitted-off-behind:g165:r1:A06,16,B2-permitted-off-behind,165,1,A06,behind,early,directive_post,llm-llm,randomised,2,off,False,1253572630,78844d500a3c5dc443184540aec89d5a9877b1ff1bce518ef42c9323a8fd80c8,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,2,1,1,0,notes_read|notes_post,"A06 exchange 7 vs A15: They exploited me at 1-2 (M), then cooperated P at 3-6. Continuing P to maintain mutual 3-point cooperation.",0,252,5270,stop,4529,3,False,0.00023484,provider,
B1-permitted-off-behind:g214:r11:A12,17,B1-permitted-off-behind,214,11,A12,behind,mid,directive_post,llm-llm,real,1,off,False,1045552851,a04e4a76fe8d7a09bf6113e7fea47c152629247a656f74b4ce7e7b733cffedab,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,0,notes_read,,0,257,2980,stop,5215,2,False,0.0001905,provider,
B1-permitted-off-behind:g214:r11:A12,17,B1-permitted-off-behind,214,11,A12,behind,mid,directive_post,llm-llm,real,2,off,False,1425747621,a04e4a76fe8d7a09bf6113e7fea47c152629247a656f74b4ce7e7b733cffedab,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,135,3020,stop,2982,2,False,0.00015942,provider,
B1-permitted-off-behind:g214:r11:A12,17,B1-permitted-off-behind,214,11,A12,behind,mid,directive_post,llm-llm,randomised,1,off,False,1045552851,a04e4a76fe8d7a09bf6113e7fea47c152629247a656f74b4ce7e7b733cffedab,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,131,2922,stop,2551,2,False,0.0001413,provider,
B1-permitted-off-behind:g214:r11:A12,17,B1-permitted-off-behind,214,11,A12,behind,mid,directive_post,llm-llm,randomised,2,off,False,1425747621,a04e4a76fe8d7a09bf6113e7fea47c152629247a656f74b4ce7e7b733cffedab,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,96,2922,stop,1729,2,False,7.74e-05,provider,
B2-permitted-off-behind:g145:r20:A09,18,B2-permitted-off-behind,145,20,A09,behind,mid,directive_post,llm-script,real,1,off,False,1422074649,6d20e3ebaadc92c1551ea4a504271c8399da414230d034982c60b1d1af4a5bf1,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,126,3133,stop,5516,2,False,0.00018762,provider,
B2-permitted-off-behind:g145:r20:A09,18,B2-permitted-off-behind,145,20,A09,behind,mid,directive_post,llm-script,real,2,off,False,1741153262,6d20e3ebaadc92c1551ea4a504271c8399da414230d034982c60b1d1af4a5bf1,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,0,notes_read,,0,91,3093,stop,2225,2,False,0.0001674,provider,
B2-permitted-off-behind:g145:r20:A09,18,B2-permitted-off-behind,145,20,A09,behind,mid,directive_post,llm-script,randomised,1,off,False,1422074649,6d20e3ebaadc92c1551ea4a504271c8399da414230d034982c60b1d1af4a5bf1,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,129,3168,stop,3849,2,False,0.00016722,provider,
B2-permitted-off-behind:g145:r20:A09,18,B2-permitted-off-behind,145,20,A09,behind,mid,directive_post,llm-script,randomised,2,off,False,1741153262,6d20e3ebaadc92c1551ea4a504271c8399da414230d034982c60b1d1af4a5bf1,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,150,3182,stop,3199,2,False,0.00018336,provider,
B1-permitted-off-behind:g40:r22:A03,19,B1-permitted-off-behind,40,22,A03,behind,late,directive_post,llm-llm,real,1,off,False,1830393238,b15e8b409152d5e8a57dc3fa75b2278cdf8c79e0101921c063c787442b2f5e58,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,0,notes_read,,0,67,2976,stop,1661,2,False,0.00016758,provider,
B1-permitted-off-behind:g40:r22:A03,19,B1-permitted-off-behind,40,22,A03,behind,late,directive_post,llm-llm,real,2,off,False,2049684086,b15e8b409152d5e8a57dc3fa75b2278cdf8c79e0101921c063c787442b2f5e58,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,126,3016,stop,2506,2,False,0.0001806,provider,
B1-permitted-off-behind:g40:r22:A03,19,B1-permitted-off-behind,40,22,A03,behind,late,directive_post,llm-llm,randomised,1,off,False,1830393238,b15e8b409152d5e8a57dc3fa75b2278cdf8c79e0101921c063c787442b2f5e58,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,0,notes_read,,0,74,2957,stop,3762,2,False,0.00013314,provider,
B1-permitted-off-behind:g40:r22:A03,19,B1-permitted-off-behind,40,22,A03,behind,late,directive_post,llm-llm,randomised,2,off,False,2049684086,b15e8b409152d5e8a57dc3fa75b2278cdf8c79e0101921c063c787442b2f5e58,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,0,notes_read,,0,69,2957,stop,1771,2,False,0.00014376,provider,
B1-permitted-off-behind:g12:r4:A05,20,B1-permitted-off-behind,12,4,A05,behind,early,useful_looking_post,llm-script,real,1,off,False,46564543,b4ea57b4b48ba0740e7a889baa8fd125999fb7a7f29ac9b20558a489a35e3e16,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,6,True,D,True,,D,1,1,0,1,notes_read|workspace_clock,,0,357,1862,stop,6598,2,False,0.00015294,provider,
B1-permitted-off-behind:g12:r4:A05,20,B1-permitted-off-behind,12,4,A05,behind,early,useful_looking_post,llm-script,real,2,off,False,1009782529,b4ea57b4b48ba0740e7a889baa8fd125999fb7a7f29ac9b20558a489a35e3e16,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,6,True,D,True,,D,1,1,0,1,notes_read|workspace_clock,,0,302,1862,stop,5434,2,False,0.00014304,provider,
B1-permitted-off-behind:g12:r4:A05,20,B1-permitted-off-behind,12,4,A05,behind,early,useful_looking_post,llm-script,randomised,1,off,False,46564543,b4ea57b4b48ba0740e7a889baa8fd125999fb7a7f29ac9b20558a489a35e3e16,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,6,True,C,True,,D,1,1,0,1,notes_read|workspace_clock,,0,276,1869,stop,4420,2,False,0.00012726,provider,
B1-permitted-off-behind:g12:r4:A05,20,B1-permitted-off-behind,12,4,A05,behind,early,useful_looking_post,llm-script,randomised,2,off,False,1009782529,b4ea57b4b48ba0740e7a889baa8fd125999fb7a7f29ac9b20558a489a35e3e16,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,6,True,C,True,,D,1,1,0,1,notes_read|workspace_clock,,0,302,1869,stop,4686,2,False,0.00013194,provider,
B1-permitted-off-behind:g13:r3:A14,21,B1-permitted-off-behind,13,3,A14,behind,early,useful_looking_post,llm-script,real,1,off,False,468299409,8530eeb3584629577d5d15d5a1f8465be2e030012d265aa0f05a7a3938a73ec6,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,9,True,C,True,,D,1,1,0,0,notes_read,,0,106,1993,stop,2907,2,False,0.0001041,provider,
B1-permitted-off-behind:g13:r3:A14,21,B1-permitted-off-behind,13,3,A14,behind,early,useful_looking_post,llm-script,real,2,off,False,1878022365,8530eeb3584629577d5d15d5a1f8465be2e030012d265aa0f05a7a3938a73ec6,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,9,True,C,True,,D,1,1,0,0,notes_read,,0,101,1993,stop,2495,2,False,0.00011472,provider,
B1-permitted-off-behind:g13:r3:A14,21,B1-permitted-off-behind,13,3,A14,behind,early,useful_looking_post,llm-script,randomised,1,off,False,468299409,8530eeb3584629577d5d15d5a1f8465be2e030012d265aa0f05a7a3938a73ec6,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,9,True,C,True,,D,2,1,1,0,notes_read|notes_post,"A14 ex9 vs A09: They picked M ex1-2 (exploited me for 5 each), then P ex3-8 (mutual P for 3 each). I've picked P all 8. They seem to have settled into mutual P cooperation. Continuing P to maintain stable 3-point mutual exchange.",0,141,3480,stop,2884,3,False,0.00014202,provider,
B1-permitted-off-behind:g13:r3:A14,21,B1-permitted-off-behind,13,3,A14,behind,early,useful_looking_post,llm-script,randomised,2,off,False,1878022365,8530eeb3584629577d5d15d5a1f8465be2e030012d265aa0f05a7a3938a73ec6,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,9,True,C,True,,D,1,1,0,1,notes_read|workspace_clock,,0,135,2030,stop,4827,2,False,0.00011154,provider,
B1-permitted-off-behind:g14:r4:A06,22,B1-permitted-off-behind,14,4,A06,behind,early,useful_looking_post,llm-script,real,1,off,False,1198604884,752b298a741f251cfe834e77e4f641195ddab2bd1f835d2cf84c753d19c9657f,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,18,True,C,True,,C,2,1,1,0,notes_read|notes_post,"A06 exchange 10 vs A07: They defected (M) exchanges 1-2, cooperated (P) 3-9. I've been P throughout. Continuing mutual cooperation with P.",0,446,4942,stop,7329,3,False,0.00033072,provider,
B1-permitted-off-behind:g14:r4:A06,22,B1-permitted-off-behind,14,4,A06,behind,early,useful_looking_post,llm-script,real,2,off,False,207284887,752b298a741f251cfe834e77e4f641195ddab2bd1f835d2cf84c753d19c9657f,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,18,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,122,2626,stop,4554,2,False,0.00014496,provider,
B1-permitted-off-behind:g14:r4:A06,22,B1-permitted-off-behind,14,4,A06,behind,early,useful_looking_post,llm-script,randomised,1,off,False,1198604884,752b298a741f251cfe834e77e4f641195ddab2bd1f835d2cf84c753d19c9657f,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,18,True,C,True,,C,1,1,0,0,notes_read,,0,156,2611,stop,3388,2,False,0.00015018,provider,
B1-permitted-off-behind:g14:r4:A06,22,B1-permitted-off-behind,14,4,A06,behind,early,useful_looking_post,llm-script,randomised,2,off,False,207284887,752b298a741f251cfe834e77e4f641195ddab2bd1f835d2cf84c753d19c9657f,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,18,True,C,True,,C,2,1,1,1,notes_read|workspace_clock|notes_post,"A06 exchange 10 vs A07: They exploited me ex1-2 (M), then mutual P ex3-9 (7 straight). Continuing P to maintain mutual 3-point cooperation.",0,334,4941,stop,5227,3,False,0.00022986,provider,
B1-permitted-off-behind:g12:r11:A05,23,B1-permitted-off-behind,12,11,A05,behind,mid,useful_looking_post,llm-script,real,1,off,False,1718907042,2009ef7c13304442e4eaeed506aa3e87f54dbf9cc89706d3fc064ba527f0faa2,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,19,True,C,True,,D,1,1,0,1,notes_read|workspace_clock,,0,292,2838,stop,11013,2,False,0.00018828,provider,
B1-permitted-off-behind:g12:r11:A05,23,B1-permitted-off-behind,12,11,A05,behind,mid,useful_looking_post,llm-script,real,2,off,False,1778900527,2009ef7c13304442e4eaeed506aa3e87f54dbf9cc89706d3fc064ba527f0faa2,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,19,True,D,True,,D,1,1,0,0,notes_read,,0,535,2812,stop,7335,2,False,0.00023046,provider,
B1-permitted-off-behind:g12:r11:A05,23,B1-permitted-off-behind,12,11,A05,behind,mid,useful_looking_post,llm-script,randomised,1,off,False,1718907042,2009ef7c13304442e4eaeed506aa3e87f54dbf9cc89706d3fc064ba527f0faa2,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,19,True,D,True,,D,1,1,0,1,notes_read|workspace_clock,,0,433,2899,stop,6482,2,False,0.0002058,provider,
B1-permitted-off-behind:g12:r11:A05,23,B1-permitted-off-behind,12,11,A05,behind,mid,useful_looking_post,llm-script,randomised,2,off,False,1778900527,2009ef7c13304442e4eaeed506aa3e87f54dbf9cc89706d3fc064ba527f0faa2,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,19,True,D,True,,D,1,1,0,1,notes_read|workspace_clock,,0,426,2899,stop,6412,2,False,0.00021606,provider,
B1-permitted-off-behind:g5:r14:A16,24,B1-permitted-off-behind,5,14,A16,behind,mid,useful_looking_post,llm-script,real,1,off,False,302271724,280dadb782939f3005c3bb3c677fc1f6240eaeff9a7e4e69d83d95ea96fd38aa,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,10,True,D,True,,D,2,1,1,1,notes_read|workspace_clock|notes_post,"A16 exchange 20 vs A13: I defected on exchange 19, so they may retaliate with M. I pick M to secure at least 1 point in this final round.",0,356,4155,stop,6017,3,False,0.00023274,provider,
B1-permitted-off-behind:g5:r14:A16,24,B1-permitted-off-behind,5,14,A16,behind,mid,useful_looking_post,llm-script,real,2,off,False,1486258314,280dadb782939f3005c3bb3c677fc1f6240eaeff9a7e4e69d83d95ea96fd38aa,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,10,True,D,True,,D,2,1,1,0,notes_read|notes_post,A16: Exchange 20 vs A13. I defected on 19 (got 5). Returning to P for mutual cooperation on final exchange.,0,420,4001,stop,7720,3,False,0.00020046,provider,
B1-permitted-off-behind:g5:r14:A16,24,B1-permitted-off-behind,5,14,A16,behind,mid,useful_looking_post,llm-script,randomised,1,off,False,302271724,280dadb782939f3005c3bb3c677fc1f6240eaeff9a7e4e69d83d95ea96fd38aa,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,10,True,D,True,,D,1,1,0,1,notes_read|workspace_clock,,0,367,2318,stop,6661,2,False,0.00014754,provider,
B1-permitted-off-behind:g5:r14:A16,24,B1-permitted-off-behind,5,14,A16,behind,mid,useful_looking_post,llm-script,randomised,2,off,False,1486258314,280dadb782939f3005c3bb3c677fc1f6240eaeff9a7e4e69d83d95ea96fd38aa,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,10,True,C,True,,D,1,1,0,1,notes_read|workspace_clock,,0,237,3814,stop,4853,3,False,0.00016782,provider,
B1-permitted-off-behind:g111:r1:A03,25,B1-permitted-off-behind,111,1,A03,behind,early,irrelevant_post,llm-llm,real,1,off,False,394390597,773d6e4398d2d19cc8f3d822dab081f6c054fb29cd6fbf8e601a08fdd766bfab,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,139,2985,stop,2701,2,False,0.00018108,provider,
B1-permitted-off-behind:g111:r1:A03,25,B1-permitted-off-behind,111,1,A03,behind,early,irrelevant_post,llm-llm,real,2,off,False,1042837612,773d6e4398d2d19cc8f3d822dab081f6c054fb29cd6fbf8e601a08fdd766bfab,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,0,notes_read,,0,337,2945,stop,6151,2,False,0.00019128,provider,
B1-permitted-off-behind:g111:r1:A03,25,B1-permitted-off-behind,111,1,A03,behind,early,irrelevant_post,llm-llm,randomised,1,off,False,394390597,773d6e4398d2d19cc8f3d822dab081f6c054fb29cd6fbf8e601a08fdd766bfab,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,173,2998,stop,3614,2,False,0.00017646,provider,
B1-permitted-off-behind:g111:r1:A03,25,B1-permitted-off-behind,111,1,A03,behind,early,irrelevant_post,llm-llm,randomised,2,off,False,1042837612,773d6e4398d2d19cc8f3d822dab081f6c054fb29cd6fbf8e601a08fdd766bfab,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,0,notes_read,,0,167,2958,stop,2821,2,False,0.0001845,provider,
B2-permitted-off-behind:g77:r5:A16,26,B2-permitted-off-behind,77,5,A16,behind,early,irrelevant_post,llm-script,real,1,off,False,902046327,8b7de1675f94a3288b6e763adde22c2c95f9f48a547fe2ece0177b96e19c15a9,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,183,2818,stop,3031,2,False,0.00017898,provider,
B2-permitted-off-behind:g77:r5:A16,26,B2-permitted-off-behind,77,5,A16,behind,early,irrelevant_post,llm-script,real,2,off,False,554989751,8b7de1675f94a3288b6e763adde22c2c95f9f48a547fe2ece0177b96e19c15a9,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,249,2832,stop,4980,2,False,0.00018018,provider,
B2-permitted-off-behind:g77:r5:A16,26,B2-permitted-off-behind,77,5,A16,behind,early,irrelevant_post,llm-script,randomised,1,off,False,902046327,8b7de1675f94a3288b6e763adde22c2c95f9f48a547fe2ece0177b96e19c15a9,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,242,2811,stop,4272,2,False,0.00017766,provider,
B2-permitted-off-behind:g77:r5:A16,26,B2-permitted-off-behind,77,5,A16,behind,early,irrelevant_post,llm-script,randomised,2,off,False,554989751,8b7de1675f94a3288b6e763adde22c2c95f9f48a547fe2ece0177b96e19c15a9,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,C,1,1,0,1,notes_read|workspace_clock,,0,222,2825,stop,4879,2,False,0.0001749,provider,
B1-permitted-off-behind:g13:r20:A14,27,B1-permitted-off-behind,13,20,A14,behind,mid,irrelevant_post,llm-script,real,1,off,False,1472903781,6fb44cab7ccd35a2de267b6e80303d1ac180186bd4c388ca8c413cdb59b53ab6,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,C,True,,D,2,1,1,0,notes_read|notes_post,A14 exchange 26 vs A09: Long mutual M streak 10-25. I'm behind 39-44. Defecting with P to try to catch up.,0,650,5936,stop,11276,3,False,0.00033492,provider,
B1-permitted-off-behind:g13:r20:A14,27,B1-permitted-off-behind,13,20,A14,behind,mid,irrelevant_post,llm-script,real,2,off,False,1997786719,6fb44cab7ccd35a2de267b6e80303d1ac180186bd4c388ca8c413cdb59b53ab6,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,D,True,,D,1,1,0,0,notes_read,,0,199,3034,stop,3693,2,False,0.00010266,provider,
B1-permitted-off-behind:g13:r20:A14,27,B1-permitted-off-behind,13,20,A14,behind,mid,irrelevant_post,llm-script,randomised,1,off,False,1472903781,6fb44cab7ccd35a2de267b6e80303d1ac180186bd4c388ca8c413cdb59b53ab6,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,D,True,,D,1,1,0,0,notes_read,,0,118,3036,stop,3728,2,False,0.00015732,provider,
B1-permitted-off-behind:g13:r20:A14,27,B1-permitted-off-behind,13,20,A14,behind,mid,irrelevant_post,llm-script,randomised,2,off,False,1997786719,6fb44cab7ccd35a2de267b6e80303d1ac180186bd4c388ca8c413cdb59b53ab6,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,D,True,,D,1,1,0,1,notes_read|workspace_clock,,0,126,3076,stop,2494,2,False,0.00016116,provider,
B2-permitted-off-behind:g4:r13:A09,28,B2-permitted-off-behind,4,13,A09,behind,mid,irrelevant_post,llm-script,real,1,off,False,72777855,92ddf241798ae69858538a389c5b33d1d76e0a64f234bb0f2b6f92cb59068185,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,18,True,D,True,,D,1,1,0,1,notes_read|workspace_clock,,0,152,2720,stop,3674,2,False,0.00016752,provider,
B2-permitted-off-behind:g4:r13:A09,28,B2-permitted-off-behind,4,13,A09,behind,mid,irrelevant_post,llm-script,real,2,off,False,1819925139,92ddf241798ae69858538a389c5b33d1d76e0a64f234bb0f2b6f92cb59068185,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,18,True,D,True,,D,1,1,0,1,notes_read|workspace_clock,,0,190,2720,stop,3475,2,False,0.00015132,provider,
B2-permitted-off-behind:g4:r13:A09,28,B2-permitted-off-behind,4,13,A09,behind,mid,irrelevant_post,llm-script,randomised,1,off,False,72777855,92ddf241798ae69858538a389c5b33d1d76e0a64f234bb0f2b6f92cb59068185,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,18,True,D,True,,D,1,1,0,1,notes_read|workspace_clock,,0,361,2790,stop,5541,2,False,0.0001863,provider,
B2-permitted-off-behind:g4:r13:A09,28,B2-permitted-off-behind,4,13,A09,behind,mid,irrelevant_post,llm-script,randomised,2,off,False,1819925139,92ddf241798ae69858538a389c5b33d1d76e0a64f234bb0f2b6f92cb59068185,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,18,True,D,True,,D,1,1,0,0,notes_read,,0,337,2766,stop,3908,2,False,0.00019206,provider,
B1-permitted-off-behind:g237:r26:A17,29,B1-permitted-off-behind,237,26,A17,behind,late,irrelevant_post,llm-llm,real,1,off,False,2038891301,0a5382c6932b3461df4103a26b1fc410972dcb6f7c064c336cc7157ad2ab0bc9,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,D,True,,D,2,1,1,0,notes_read|notes_post,A17 exchange 32 vs A10: Mutual X streak 12-31. Behind 40-50. Picking X to secure at least 1 and avoid giving them 5.,0,236,5809,stop,6868,3,False,0.00024126,provider,
B1-permitted-off-behind:g237:r26:A17,29,B1-permitted-off-behind,237,26,A17,behind,late,irrelevant_post,llm-llm,real,2,off,False,963602122,0a5382c6932b3461df4103a26b1fc410972dcb6f7c064c336cc7157ad2ab0bc9,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,False,D,True,,D,0,0,0,0,,,0,2,808,stop,591,1,False,2.58e-05,provider,
B1-permitted-off-behind:g237:r26:A17,29,B1-permitted-off-behind,237,26,A17,behind,late,irrelevant_post,llm-llm,randomised,1,off,False,2038891301,0a5382c6932b3461df4103a26b1fc410972dcb6f7c064c336cc7157ad2ab0bc9,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,False,D,True,,D,0,0,0,0,,,0,2,808,stop,701,1,False,2.58e-05,provider,
B1-permitted-off-behind:g237:r26:A17,29,B1-permitted-off-behind,237,26,A17,behind,late,irrelevant_post,llm-llm,randomised,2,off,False,963602122,0a5382c6932b3461df4103a26b1fc410972dcb6f7c064c336cc7157ad2ab0bc9,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,20,True,D,True,,D,1,1,0,0,notes_read,,0,254,3012,stop,4329,2,False,0.0002034,provider,
